CustomerID,CustomerName,CustomerType,RegionID,SalesRepID,City,State,ZipCode,JoinDate,CreditLimit,Status
CU002974,Pioneer Construction,Retailer,R02,SR0002,SC Heights,SC,73238,2017-10-07,100000,Active
CU002975,Dream Homes,Builder,R05,SR0130,CO Metro,CO,87265,2024-06-30,500000,Active
CU002976,Prime Contracting,Builder,R02,SR0107,SC City,SC,73408,2019-10-18,250000,Active
CU002977,Evergreen LLC,Builder,R01,SR0106,NJ Heights,NJ,55734,2018-08-05,250000,Active
CU002978,Build Construction,Distributor,R03,SR0123,OH Metro,OH,10110,2023-01-12,250000,Active
CU002979,Cornerstone Supply,Builder,R02,SR0192,SC Heights,SC,45214,2024-02-22,25000,Active
CU002980,Atlas LLC,Distributor,R04,SR0064,NM Heights,NM,80268,2025-01-28,50000,Active
CU002981,Summit Construction,Retailer,R04,SR0159,TX Heights,TX,45698,2019-09-09,25000,Active
CU002982,Cornerstone Inc,Retailer,R02,SR0017,SC City,SC,96569,2019-03-18,100000,Active
CU002983,Cornerstone Homes,Retailer,R04,SR0029,NV Metro,NV,70087,2022-05-12,1000000,Active
CU002984,Urban LLC,Distributor,R04,SR0104,NM City,NM,25982,2020-06-13,100000,Active
CU002985,Urban Supply,Distributor,R01,SR0156,PA City,PA,42858,2018-12-11,500000,Active
CU002986,Atlas Contracting,Builder,R04,SR0084,AZ Heights,AZ,31106,2018-05-18,1000000,Active
CU002987,Cornerstone Builders,Retailer,R03,SR0003,WI City,wi,28168,2022-09-26,250000,Active
CU002988,Prime Materials,Distributor,R03,SR0148,MI Metro,MI,97392,2024-04-16,250000,Active
CU002989,Summit LLC,Distributor,R04,SR0094,OK City,OK,40234,2024-09-09,100000,Active
CU002990,Evergreen Group,Distributor,R03,SR0128,MI Metro,MI,62363,2021-04-26,250000,Active
CU002991,Metro Materials,Builder,R04,SR0129,NM Metro,NM,75553,2023-07-29,25000,Active
CU002992,Prime Group,Distributor,R04,SR0104,NM Metro,NM,47685,2022-12-08,50000,Active
CU002993,Dream Group,Contractor,R02,SR0162,TN Heights,tn,46159,2024-09-14,250000,Active
CU002994,Atlas Contracting,Distributor,R05,SR0015,OR Heights,OR,80282,2024-09-09,250000,Active
CU002995,Dream Development,Builder,R03,SR0123,IL City,IL,66595,2017-12-26,250000,Active
CU002996,Metro Supply,Contractor,R03,SR0063,OH City,OH,41334,2018-03-21,25000,Active
CU002997,Urban Development,Retailer,R01,SR0006,CT Metro,CT,52386,2018-07-01,250000,Active
CU002998,Prime Materials,Retailer,R03,SR0183,MI City,MI,35278,2020-11-20,250000,Active
CU002999,Pioneer Inc,Contractor,R04,SR0104,NV City,NV,36177,2024-05-13,25000,Active
CU003000,Atlas Homes,Retailer,R02,SR0127,NC Metro,NC,42432,2024-12-20,250000,Active
CU003001,Pioneer LLC,Contractor,R05,SR0085,CO Heights,CO,52863,2024-10-07,25000,Active
CU003002,Cornerstone Homes,Distributor,R01,SR0186,CT Heights,CT,65649,2021-09-21,25000,Active
CU003003,Metro Development,Distributor,R02,SR0127,TN City,TN,78840,2023-08-14,1000000,Active
CU003004,Cornerstone Inc,Builder,R04,SR0154,AZ Metro,AZ,16371,2024-05-06,500000,Active
CU003005,Atlas Materials,Builder,R04,SR0019,TX Heights,TX,98617,2023-01-21,1000000,Active
CU003006,Urban Builders,Distributor,R04,SR0044,AZ City,AZ,93088,2018-12-04,25000,Active
CU003007,Build Builders,Builder,R03,SR0058,MI Metro,MI,65708,2023-10-01,50000,Active
CU003008,Home Supply,Contractor,R02,SR0167,NC City,NC,60234,2020-02-07,50000,Active
CU003009,Urban Inc,Builder,R01,SR0156,NY City,NY,47200,2017-09-09,100000,Active
CU003010,Urban Construction,Builder,R02,SR0097,NC Heights,NC,58375,2025-04-09,50000,Active
CU003011,Evergreen Inc,Contractor,R02,SR0017,GA Heights,GA,71031,2020-05-23,500000,Active
CU003012,Pioneer Group,Builder,R02,SR0197,FL City,FL,83041,2018-06-14,25000,Active
CU003013,Summit Materials,Distributor,R04,SR0074,OK Heights,OK,67781,2021-01-02,250000,Active
CU003014,Metro Builders,Distributor,R04,SR0104,AZ Metro,AZ,22756,2018-03-10,100000,Active
CU003015,Cornerstone Contracting,Builder,R03,SR0068,OH Heights,OH,33492,2017-10-10,500000,Active
CU003016,Home Supply,Retailer,R03,SR0033,IL Heights,IL,84631,2022-08-28,50000,Active
CU003017,Skyline Inc,Contractor,R02,SR0152,NC Metro,NC,27248,2019-06-25,50000,Active
CU003018,Dream Group,Retailer,R04,SR0194,TX Heights,TX,41774,2022-03-08,25000,Active
CU003019,Prime Homes,Distributor,R01,SR0026,PA City,PA,34506,2024-04-30,1000000,Active
CU003020,Cornerstone Development,Distributor,R03,SR0013,WI City,WI,34849,2019-12-30,25000,Active
CU003021,Atlas Homes,Contractor,R03,SR0053,MI City,MI,43145,2024-01-31,1000000,Active
CU003022,Pioneer Homes,Contractor,R01,SR0046,MA Heights,MA,41323,2024-01-14,50000,Active
CU003023,Pioneer Builders,Builder,R05,SR0105,CO Heights,CO,38612,2017-06-11,1000000,Active
CU003024,Evergreen Homes,Distributor,R01,SR0011,NJ Heights,NJ,28417,2024-03-28,25000,Active
CU003025,Urban LLC,Distributor,R04,SR0094,OK Metro,OK,72840,2024-05-03,250000,Active
CU003026,Evergreen Supply,Distributor,R01,SR0086,NY Metro,NY,47623,2022-12-05,250000,Active
CU003027,Summit Supply,Contractor,R03,SR0093,IL Metro,IL,71019,2022-10-10,1000000,Active
CU003028,Atlas Homes,Retailer,R03,SR0158,IL Heights,IL,84228,2021-08-14,250000,Active
CU003029,Skyline Group,Retailer,R01,SR0071,NJ Heights,NJ,30112,2022-10-14,1000000,Active
CU003030,Dream Contracting,Retailer,R03,SR0003,OH City,OH,26761,2020-12-17,500000,Active
CU003031,Skyline Group,Retailer,R04,SR0119,NV Heights,NV,40127,2017-10-15,1000000,Active
CU003032,Build Contracting,Distributor,R03,SR0098,OH Metro,OH,71848,2018-09-28,50000,Active
CU003033,Build Inc,Builder,R02,SR0047,TN Heights,TN,57409,2023-10-19,25000,Active
CU003034,Prime Development,Distributor,R02,SR0117,GA Heights,GA,27443,2024-08-04,25000,Active
CU003035,Metro Group,Distributor,R05,SR0195,OR City,OR,37842,2021-07-09,25000,Active
CU003036,Metro Contracting,Retailer,R04,SR0019,NV City,NV,62329,2024-09-18,250000,Active
CU003037,Atlas Development,Retailer,R05,SR0005,WA Metro,WA,63539,2025-03-05,1000000,Active
CU003038,Dream Materials,Builder,R01,SR0106,CT Metro,CT,65990,2021-03-25,500000,Active
CU003039,Urban Group,Retailer,R04,SR0069,NV City,NV,30819,2025-01-19,50000,Active
CU003040,Dream Group,Builder,R04,SR0194,NV Heights,NV,99394,2019-11-04,1000000,Active
CU003041,Build Materials,Contractor,R03,SR0128,IN Metro,IN,49093,2023-02-18,25000,Active
CU003042,Metro LLC,Builder,R01,SR0126,MA Heights,MA,78151,2020-01-19,50000,Active
CU003043,Evergreen Inc,Retailer,R03,SR0008,WI Metro,WI,78175,2021-09-05,50000,Active
CU003044,Build LLC,Contractor,R01,SR0096,NY Heights,NY,39865,2023-02-09,100000,Active
CU003045,Atlas Supply,Builder,R02,SR0037,TN City,TN,65158,2022-07-17,250000,Active
CU003046,Build Builders,Contractor,R04,SR0199,NV City,NV,30676,2021-04-29,500000,Active
CU003047,Build Construction,Builder,R02,SR0117,FL Heights,FL,41517,2017-10-27,50000,Active
CU003048,Prime Development,Distributor,R02,SR0067,GA Metro,GA,87810,2017-07-06,1000000,Active
CU003049,Summit Group,Contractor,R02,SR0177,GA City,GA,24732,2019-10-01,500000,Active
CU003050,  Atlas Construction ,Contractor,R01,SR0101,MA Metro,MA,,2022-03-12,250000,Active
CU003051,Home LLC,Distributor,R04,SR0059,NM City,NM,38667,2018-04-11,100000,Active
CU003052,Pioneer Development,Contractor,R03,SR0093,IL Metro,IL,25108,2025-01-09,1000000,Active
CU003053,Dream LLC,Builder,R05,SR0045,CO City,CO,14348,2024-05-14,250000,Active
CU003054,Evergreen Inc,Distributor,R05,SR0065,CA Heights,CA,33425,2024-06-21,100000,Active
CU003055,Skyline Contracting,Retailer,R01,SR0191,NJ Metro,NJ,19971,2019-02-05,1000000,Active
CU003056,Evergreen Construction,Distributor,R04,SR0119,OK City,OK,21568,2023-04-30,50000,Active
CU003057,Skyline Contracting,Contractor,R03,SR0168,MI City,MI,74763,2021-07-01,1000000,Active
CU003058,Pioneer LLC,Retailer,R04,SR0039,NV City,nv,27786,2018-01-28,250000,Active
CU003059,Dream Homes,Retailer,R03,SR0128,OH Heights,OH,12063,2017-12-09,100000,Active
CU003060,Evergreen Construction,Contractor,R04,SR0009,NM City,NM,35871,2017-09-06,100000,Active
CU003061,Build LLC,Distributor,R03,SR0103,IL Metro,IL,51931,2022-01-04,100000,Active
CU003062,Summit Group,Builder,R01,SR0161,NY Metro,NY,16489,2017-04-08,100000,Active
CU003063,Urban LLC,Distributor,R04,SR0094,OK Metro,ok,52948,2018-11-01,25000,Active
CU003064,Skyline Contracting,Builder,R04,SR0194,AZ Metro,AZ,84017,2018-06-19,250000,Active
CU003065,Prime Supply,Contractor,R01,SR0026,PA City,PA,65991,2017-10-26,50000,Active
CU003066,Dream Development,Retailer,R05,SR0120,UT City,UT,51261,2022-04-29,25000,Active
CU003067,Summit Development,Distributor,R01,SR0016,NJ Metro,NJ,67662,2019-03-11,1000000,Active
CU003068,Cornerstone Inc,Builder,R01,SR0016,NY Metro,NY,93194,2023-01-31,250000,Active
CU003069,Prime Development,Distributor,R05,SR0020,CA Heights,CA,53944,2022-03-19,25000,Active
CU003070,Dream Development,Builder,R04,SR0189,OK City,OK,13799,2018-01-23,100000,Active
CU003071,Pioneer Group,Builder,R04,SR0109,OK Metro,OK,15258,2023-03-24,25000,Active
CU003072,Home Group,Retailer,R01,SR0111,PA Heights,PA,31255,2019-02-16,50000,Active
CU003073,Atlas Contracting,Builder,R02,SR0112,FL Heights,FL,78699,2021-01-17,1000000,Active
CU003074,Atlas Inc,Distributor,R05,SR0150,CO City,CO,34926,2024-09-04,50000,Active
CU003075,Atlas Supply,Retailer,R01,SR0081,NY Heights,NY,62544,2021-04-23,25000,Active
CU003076,Evergreen Group,Distributor,R03,SR0088,WI Metro,WI,83038,2024-08-05,50000,Active
CU003077,Prime LLC,Builder,R03,SR0078,OH Heights,OH,64566,2022-04-23,500000,Active
CU003078,Build Homes,Builder,R02,SR0077,NC City,NC,17408,2019-10-04,100000,Active
CU003079,Dream Builders,Retailer,R03,SR0083,IL City,IL,35722,2018-12-27,1000000,Active
CU003080,Metro Homes,Retailer,R04,SR0054,AZ Metro,AZ,38462,2020-02-05,500000,Active
CU003081,Evergreen Development,Contractor,R03,SR0038,MI Metro,MI,48075,2022-03-29,1000000,Active
CU003082,Atlas Materials,Retailer,R03,SR0083,MI Heights,MI,47856,2019-01-06,100000,Active
CU003083,Urban Builders,Retailer,R03,SR0163,IN City,IN,24580,2025-06-09,25000,Active
CU003084,Summit Development,Builder,R04,SR0084,NV City,NV,88149,2019-11-04,1000000,Active
CU003085,Atlas Inc,Contractor,R04,SR0069,AZ Metro,AZ,74991,2021-01-15,1000000,Active
CU003086,Prime Development,Retailer,R02,SR0147,FL City,FL,95316,2022-05-21,100000,Active
CU003087,Urban Group,Builder,R05,SR0080,WA Heights,WA,83099,2017-11-09,25000,Active
CU003088,Summit Development,Distributor,R01,SR0041,CT City,CT,41275,2018-11-20,100000,Active
CU003089,Prime Development,Distributor,R03,SR0018,OH Heights,OH,11736,2018-04-13,1000000,Active
CU003090,Cornerstone Group,Contractor,R01,SR0131,MA Heights,MA,89578,2022-10-27,50000,Active
CU003091,Urban Construction,Contractor,R04,SR0014,NV Heights,NV,44899,2018-02-24,250000,Active
CU003092,  Cornerstone Supply ,Contractor,R01,SR0001,NY Metro,NY,15780,2019-02-06,50000,Active
CU003093,Summit LLC,Contractor,R04,SR0199,AZ Heights,AZ,93738,2023-03-20,500000,Active
CU003094,Home Contracting,Distributor,R04,SR0199,TX Metro,TX,70567,2022-09-01,500000,Active
CU003095,Prime Development,Distributor,R03,SR0018,OH City,OH,45348,2019-07-02,1000000,Active
CU003096,Prime Materials,Retailer,R04,SR0174,AZ City,AZ,32237,2025-04-19,250000,Active
CU003097,Evergreen Group,Builder,R05,SR0150,UT Metro,UT,37962,2023-08-27,100000,Active
CU003098,Pioneer Inc,Builder,R02,SR0102,FL Metro,FL,88750,2021-05-17,250000,Active
CU003099,Cornerstone Builders,Contractor,R04,SR0154,OK City,OK,86890,2020-07-20,100000,Active
CU003100,Skyline Materials,Retailer,R01,SR0181,PA City,PA,66839,2023-03-10,25000,Active
CU003101,Cornerstone Construction,Distributor,R04,SR0124,NV Heights,NV,64938,2021-05-28,250000,Active
CU003102,Prime Construction,Builder,R01,SR0026,MA Metro,MA,48137,2021-04-05,50000,Active
CU003103,Dream Development,Builder,R03,SR0168,MI City,MI,48455,2020-08-10,25000,Active
CU003104,Home Supply,Retailer,R04,SR0109,NM City,NM,69396,2017-06-05,50000,Active
CU003105,Pioneer Supply,Retailer,R04,SR0119,OK Heights,OK,43031,2025-02-27,100000,Active
CU003106,Urban LLC,Contractor,R02,SR0052,NC City,NC,64959,2017-12-04,50000,Active
CU003107,Atlas Contracting,Distributor,R04,SR0054,NM City,NM,83742,2020-09-04,250000,Active
CU003108,Home Inc,Builder,R02,SR0127,GA Heights,GA,83890,2024-06-15,250000,Active
CU003109,Build Construction,Builder,R05,SR0015,OR Metro,OR,21754,2020-03-04,250000,Active
CU003110,Urban Supply,Builder,R02,SR0102,SC Heights,SC,81218,2024-07-30,250000,Active
CU003111,Dream Inc,Builder,R05,SR0080,CO Metro,CO,19217,2017-03-31,100000,Active
CU003112,Build Homes,Contractor,R03,SR0113,IL Heights,IL,36803,2022-11-30,50000,Active
CU003113,Pioneer Contracting,Builder,R05,SR0160,CO Heights,CO,95289,2024-05-23,50000,Active
CU003114,Cornerstone Inc,Contractor,R02,SR0092,TN City,TN,21144,2019-10-02,25000,Active
CU003115,Home Development,Distributor,R02,SR0162,GA City,GA,95210,2017-08-11,100000,Active
CU003116,Prime Supply,Contractor,R02,SR0192,FL Heights,FL,82525,2017-05-09,50000,Active
CU003117,Cornerstone Homes,Distributor,R05,SR0160,WA Metro,WA,69989,2020-11-02,1000000,Active
CU003118,Home Materials,Contractor,R04,SR0114,OK Metro,OK,17624,2023-11-18,100000,Active
CU003119,Cornerstone Builders,Retailer,R03,SR0113,MI City,MI,16622,2021-03-02,1000000,Active
CU003120,Cornerstone Contracting,Contractor,R02,SR0172,GA City,GA,42701,2019-04-23,500000,Active
CU003121,Urban Construction,Builder,R03,SR0168,IL Metro,IL,28776,2021-09-27,100000,Active
CU003122,Prime Materials,Distributor,R01,SR0091,MA Metro,MA,26160,2021-11-25,1000000,Active
CU003123,Skyline Development,Distributor,R02,SR0092,FL Metro,FL,69397,2019-10-18,500000,Active
CU003124,Summit Inc,Contractor,R01,SR0091,NY Heights,NY,72650,2018-10-08,25000,Active
CU003125,Pioneer Group,Retailer,R02,SR0197,NC Heights,NC,31077,2022-12-14,50000,Active
CU003126,Cornerstone Inc,Contractor,R05,SR0190,UT City,UT,49342,2021-04-23,1000000,Active
CU003127,Cornerstone Inc,Retailer,R03,SR0023,WI Heights,WI,61587,2021-11-07,1000000,Active
CU003128,Build Construction,Distributor,R03,SR0078,MI City,MI,58549,2022-07-23,500000,Active
CU003129,Build Builders,Retailer,R05,SR0085,OR Metro,OR,71594,2017-07-04,250000,Active
CU003130,Cornerstone Inc,Retailer,R01,SR0141,PA Metro,PA,39951,2017-07-02,25000,Active
CU003131,Cornerstone Development,Distributor,R02,SR0007,TN Heights,TN,70480,2019-09-16,25000,Active
CU003132,Summit Builders,Builder,R03,SR0078,IN City,IN,49068,2024-09-07,25000,Active
CU003133,Urban Contracting,Builder,R01,SR0111,MA Metro,MA,47824,2018-05-30,250000,Active
CU003134,Prime Materials,Contractor,R05,SR0165,CO Metro,CO,65430,2020-11-24,100000,Active
CU003135,Summit Homes,Retailer,R03,SR0103,IN City,IN,65229,2017-06-26,100000,Active
CU003136,Home Homes,Contractor,R05,SR0080,WA Metro,WA,54778,2024-10-20,250000,Active
CU003137,Atlas Materials,Retailer,R04,SR0074,TX City,TX,34625,2017-11-02,50000,Active
CU003138,Summit Builders,Distributor,R05,SR0130,WA Metro,WA,20685,2023-05-14,500000,Active
CU003139,Pioneer LLC,Distributor,R04,SR0124,NM Heights,NM,73141,2025-04-18,500000,Active
CU003140,Build Materials,Distributor,R02,SR0137,FL Heights,FL,92178,2023-05-27,50000,Active
CU003141,  Prime Homes ,Distributor,R02,SR0182,GA Metro,GA,40809,2020-02-28,1000000,Active
CU003142,Pioneer Homes,Distributor,R04,SR0004,NV Heights,NV,24145,2019-09-26,25000,Active
CU003143,Urban Supply,Builder,R04,SR0119,TX Heights,TX,10580,2017-02-19,1000000,Active
CU003144,Skyline Materials,Builder,R04,SR0134,AZ Metro,AZ,58983,2023-10-27,250000,Active
CU003145,Build Construction,Builder,R05,SR0005,OR City,OR,30885,2020-06-17,100000,Active
CU003146,Cornerstone Homes,Retailer,R05,SR0145,WA Heights,WA,52582,2021-08-20,100000,Active
CU003147,  Dream Construction ,Retailer,R01,SR0161,NJ Heights,NJ,80784,2022-09-02,1000000,Active
CU003148,Urban Supply,Contractor,R04,SR0024,AZ Heights,AZ,97113,2024-05-10,500000,Active
CU003149,Atlas Construction,Distributor,R02,SR0147,TN City,TN,37406,2019-07-26,250000,Active
CU003150,Metro Builders,Retailer,R04,SR0154,NV Metro,NV,30757,2020-10-09,50000,Active
CU003151,Build Contracting,Builder,R01,SR0156,NY City,NY,88802,2022-07-03,500000,Active
CU003152,Cornerstone Builders,Builder,R03,SR0063,OH Metro,OH,30355,2024-09-24,1000000,Active
CU003153,Atlas Materials,Distributor,R04,SR0144,NM Metro,NM,42705,2023-03-26,25000,Active
CU003154,Summit Materials,Contractor,R01,SR0041,MA City,MA,91603,2022-08-13,1000000,Active
CU003155,Skyline LLC,Contractor,R03,SR0193,OH Heights,OH,32183,2020-09-05,500000,Active
CU003156,Pioneer Homes,Distributor,R01,SR0146,PA Heights,PA,21698,2020-12-12,250000,Active
CU003157,Dream Contracting,Retailer,R04,SR0044,OK Metro,OK,60689,2024-05-13,500000,Active
CU003158,Atlas Development,Retailer,R03,SR0008,WI Heights,WI,44542,2025-04-21,50000,Active
CU003159,Prime Supply,Retailer,R03,SR0133,IN Metro,IN,80261,2017-03-09,250000,Active
CU003160,Urban Homes,Retailer,R01,SR0116,CT City,CT,77576,2025-06-27,500000,Active
CU003161,Atlas Development,Contractor,R05,SR0005,WA Metro,WA,93508,2023-04-21,25000,Active
CU003162,Metro Group,Contractor,R03,SR0013,OH Metro,OH,67454,2019-07-05,1000000,Active
CU003163,Dream Construction,Distributor,R02,SR0032,TN Heights,TN,85738,2021-10-22,25000,Active
CU003164,Evergreen Group,Distributor,R02,SR0007,SC City,SC,42796,2021-01-21,50000,Active
CU003165,Prime Inc,Retailer,R04,SR0149,OK City,OK,10329,2022-07-02,1000000,Active
CU003166,Pioneer Construction,Builder,R03,SR0133,OH Heights,OH,61261,2017-11-07,250000,Active
CU003167,Atlas Materials,Distributor,R04,SR0194,NM Heights,NM,65798,2025-05-15,25000,Active
CU003168,Summit LLC,Builder,R02,SR0167,FL Metro,FL,31080,2023-08-13,500000,Active
CU003169,Home Group,Contractor,R02,SR0042,SC Metro,SC,16383,2020-06-06,100000,Active
CU003170,Urban Inc,Contractor,R01,SR0121,NJ Metro,NJ,11703,2017-05-24,25000,Active
CU003171,Home Homes,Retailer,R04,SR0164,AZ Heights,AZ,40381,2019-09-27,100000,Active
CU003172,Build LLC,Retailer,R04,SR0184,NV City,NV,23714,2023-06-15,1000000,Active
CU003173,Dream Builders,Retailer,R04,SR0169,OK City,OK,11739,2024-05-05,50000,Active
CU003174,Prime Inc,Contractor,R02,SR0022,NC Heights,NC,35731,2023-06-25,25000,Active
CU003175,Prime Contracting,Contractor,R03,SR0183,OH Heights,OH,68783,2025-03-04,100000,Active
CU003176,Cornerstone Group,Distributor,R02,SR0177,GA City,GA,71375,2018-11-09,500000,Active
CU003177,Home Construction,Builder,R05,SR0025,UT Metro,UT,83947,2022-12-27,50000,Active
CU003178,Metro Builders,Builder,R04,SR0064,NM Metro,NM,63407,2024-02-09,25000,Active
CU003179,Summit Homes,Retailer,R05,SR0005,CO Heights,CO,31868,2020-06-19,50000,Active
CU003180,Skyline Supply,Distributor,R05,SR0105,CA Heights,CA,23820,2017-08-20,25000,Active
CU003181,Pioneer Builders,Contractor,R03,SR0128,IN Metro,IN,97148,2019-07-22,250000,Active
CU003182,Pioneer Development,Builder,R01,SR0141,NY Heights,NY,75992,2024-08-15,100000,Active
CU003183,Pioneer Group,Retailer,R01,SR0001,NY Metro,NY,24518,2023-09-12,250000,Active
CU003184,Pioneer Builders,Distributor,R04,SR0104,AZ Metro,AZ,63067,2019-11-26,100000,Active
CU003185,Skyline Group,Retailer,R03,SR0098,IL Heights,IL,33291,2024-08-08,100000,Active
CU003186,Cornerstone Homes,Contractor,R05,SR0105,UT City,UT,89107,2022-11-03,50000,Active
CU003187,Cornerstone Homes,Retailer,R03,SR0038,IL City,IL,42722,2017-11-02,100000,Active
CU003188,Summit Group,Contractor,R03,SR0093,IN Metro,IN,95066,2023-10-29,1000000,Active
CU003189,Atlas Supply,Distributor,R05,SR0070,WA Heights,WA,52416,2020-08-03,25000,Active
CU003190,Home Materials,Builder,R05,SR0080,CO City,CO,41594,2019-09-28,1000000,Active
CU003191,Urban Group,Retailer,R03,SR0043,WI Metro,WI,20109,2025-02-07,100000,Active
CU003192,Skyline LLC,Retailer,R04,SR0044,NV Heights,NV,93864,2024-08-05,250000,Active
CU003193,Evergreen LLC,Distributor,R02,SR0122,SC City,SC,61076,2023-07-04,25000,Active
CU003194,Dream Supply,Retailer,R04,SR0134,NM Metro,NM,13222,2022-04-08,1000000,Active
CU003195,Metro Builders,Builder,R05,SR0060,CO Heights,CO,34800,2019-01-03,250000,Active
CU003196,Skyline Contracting,Distributor,R05,SR0060,OR City,OR,10127,2019-01-30,1000000,Active
CU003197,Cornerstone Builders,Contractor,R03,SR0188,OH Heights,OH,57255,2023-01-18,100000,Active
CU003198,Skyline Builders,Distributor,R05,SR0175,WA Metro,WA,10471,2019-07-10,500000,Active
CU003199,Summit Group,Retailer,R01,SR0161,NY City,NY,97521,2022-01-04,50000,Active
CU003200,Prime Homes,Builder,R05,SR0120,UT Metro,UT,76026,2018-01-14,250000,Active
CU003201,Metro Homes,Distributor,R02,SR0117,GA Heights,GA,80765,2020-04-11,25000,Active
CU003202,Evergreen LLC,Builder,R02,SR0122,NC Metro,NC,80551,2021-01-20,25000,Active
CU003203,Evergreen Development,Distributor,R05,SR0170,CO City,CO,97081,2019-04-09,500000,Active
CU003204,Build Builders,Contractor,R02,SR0092,FL Heights,FL,61659,2019-08-24,250000,Active
CU003205,Metro Development,Contractor,R02,SR0192,SC Metro,SC,97489,2021-11-10,25000,Active
CU003206,Build Supply,Distributor,R02,SR0072,NC Heights,NC,18003,2021-08-15,1000000,Active
CU003207,Metro Development,Contractor,R02,SR0057,SC Metro,SC,51701,2022-12-25,50000,Active
CU003208,Dream Inc,Distributor,R03,SR0123,IN Heights,IN,23643,2017-11-23,50000,Active
CU003209,Build Construction,Contractor,R01,SR0131,MA Heights,MA,61048,2024-02-23,1000000,Active
CU003210,Urban Supply,Distributor,R01,SR0196,MA Metro,MA,93126,2018-07-04,1000000,Active
CU003211,Summit Group,Builder,R03,SR0008,MI City,MI,47734,2018-08-28,250000,Active
CU003212,Evergreen Development,Retailer,R01,SR0016,MA Metro,MA,37716,2019-12-26,50000,Active
CU003213,Evergreen Construction,Builder,R03,SR0023,IL Metro,IL,32483,2019-09-26,25000,Active
CU003214,Summit Group,Builder,R01,SR0006,PA Heights,PA,80895,2018-05-15,250000,Active
CU003215,Urban Materials,Builder,R04,SR0149,TX Metro,TX,18649,2020-04-13,500000,Active
CU003216,Metro LLC,Retailer,R05,SR0005,WA City,WA,95665,2018-07-23,50000,Active
CU003217,Prime Contracting,Retailer,R01,SR0176,MA Metro,MA,66375,2017-08-22,25000,Active
CU003218,Cornerstone Inc,Builder,R04,SR0044,AZ Heights,AZ,88746,2021-02-05,100000,Active
CU003219,Summit Contracting,Retailer,R01,SR0081,NY Metro,NY,41419,2020-04-26,500000,Active
CU003220,Home Supply,Retailer,R01,SR0126,NY Metro,NY,87577,2025-04-09,100000,Active
CU003221,Metro Homes,Builder,R05,SR0075,CA City,CA,22586,2018-06-09,25000,Active
CU003222,Urban Construction,Distributor,R05,SR0105,CA Heights,CA,45701,2024-05-30,25000,Active
CU003223,Prime LLC,Contractor,R01,SR0006,PA Heights,PA,37709,2023-11-22,100000,Active
CU003224,Pioneer Inc,Contractor,R01,SR0091,MA Metro,MA,84448,2022-06-08,100000,Active
CU003225,Home Materials,Distributor,R03,SR0063,IL City,IL,99076,2020-09-11,1000000,Active
CU003226,Atlas Homes,Distributor,R04,SR0094,AZ Metro,AZ,10643,2025-03-08,100000,Active
CU003227,  Dream Construction ,Builder,R01,SR0081,PA Metro,PA,81202,2022-08-15,25000,Active
CU003228,Atlas Development,Retailer,R02,SR0172,NC City,NC,,2018-04-25,1000000,Active
CU003229,Cornerstone Materials,Distributor,R04,SR0129,TX City,TX,67823,2021-09-12,500000,Active
CU003230,Evergreen Builders,Retailer,R05,SR0020,OR Heights,OR,62478,2018-09-05,50000,Active
CU003231,Skyline Group,Builder,R03,SR0078,WI City,WI,45079,2025-06-24,100000,Active
CU003232,Urban Supply,Distributor,R05,SR0070,WA City,WA,27779,2017-06-21,500000,Active
CU003233,Atlas LLC,Contractor,R05,SR0065,UT Metro,UT,41029,2017-12-11,50000,Active
CU003234,Home Group,Distributor,R03,SR0158,WI Heights,WI,45695,2022-03-13,1000000,Active
CU003235,Atlas Homes,Distributor,R01,SR0196,PA Heights,PA,18893,2020-10-09,25000,Active
CU003236,Summit Builders,Retailer,R05,SR0075,CO Metro,CO,14105,2017-03-28,500000,Active
CU003237,Cornerstone Inc,Retailer,R03,SR0128,IN City,IN,16708,2018-03-25,500000,Active
CU003238,Home Supply,Distributor,R04,SR0199,NM Metro,NM,31174,2024-06-03,1000000,Active
CU003239,Atlas Builders,Builder,R04,SR0139,TX Heights,TX,76361,2020-06-16,500000,Active
CU003240,Urban Group,Builder,R01,SR0081,NJ City,NJ,64995,2021-04-27,500000,Active
CU003241,Prime LLC,Distributor,R03,SR0053,IN Heights,IN,86919,2023-04-22,500000,Active
CU003242,Dream Development,Distributor,R05,SR0120,UT Heights,UT,98312,2017-04-16,1000000,Active
CU003243,Metro Materials,Retailer,R05,SR0115,OR City,OR,35336,2019-05-29,1000000,Active
CU003244,Urban Materials,Distributor,R04,SR0039,OK City,OK,74752,2025-06-05,500000,Active
CU003245,  Prime Development ,Retailer,R05,SR0180,OR Metro,OR,10297,2017-05-29,1000000,Active
CU003246,Skyline Builders,Distributor,R04,SR0014,NM Metro,NM,65418,2023-10-24,50000,Active
CU003247,Cornerstone Contracting,Retailer,R04,SR0134,AZ Heights,AZ,83638,2018-09-23,500000,Active
CU003248,Atlas Group,Contractor,R04,SR0089,AZ Heights,AZ,88539,2024-03-14,100000,Active
CU003249,Summit Materials,Distributor,R05,SR0065,CO Heights,CO,68373,2023-04-14,250000,Active
CU003250,Urban Supply,Contractor,R02,SR0017,SC City,SC,28726,2021-10-28,1000000,Active
CU003251,Skyline Homes,Builder,R04,SR0179,OK City,OK,,2024-11-09,100000,Active
