ProductID,ProductName,CategoryID,CategoryName,SupplierID,StandardCost,ListPrice,WeightLbs,Status
P00753,Lumber Standard 0753,C03,Lumber,S0138,23.38,41.24,14.14,Active
P00754,Roofing Commercial 0754,C04,Roofing,S0168,6.2,11.03,8.68,Active
P00755,Insulation Standard 0755,C05,Insulation,S0063,109.76,196.17,10.17,Active
P00756,Steel Standard 0756,C06,Steel,S0140,28.43,36.04,14.78,Active
P00757,Paint Commercial 0757,C07,Paint,S0134,50.75,66.27,1.5,Active
P00758,Flooring Commercial 0758,C08,Flooring,S0119,8.35,14.73,10.91,Active
P00759,Plumbing Premium 0759,C09,Plumbing,S0204,16.44,24.73,29.39,Active
P00760,Electrical Standard 0760,C10,Electrical,S0024,21.74,38.58,1.58,Active
P00761,Tools Standard 0761,C11,Tools,S0182,11.16,15.05,0.76,Active
P00762,Fasteners Pro 0762,C12,Fasteners,S0092,23.01,39.03,7.62,Active
P00763,Doors Standard 0763,C13,Doors,S0102,20.14,25.02,23.83,Active
P00764,Windows Premium 0764,C14,Windows,S0140,62.74,86.79,7.74,Active
P00765,Concrete Accessories Pro 0765,C15,Concrete Accessories,S0121,6.08,11.16,15.73,Active
P00766,Cement Commercial 0766,C01,Cement,S0025,39.99,56.62,11.92,Active
P00767,Drywall Commercial 0767,C02,Drywall,S0238,53.89,61.61,3.16,Active
P00768,Lumber Commercial 0768,C03,Lumber,S0114,110.62,152.02,3.81,Active
P00769,Roofing Commercial 0769,C04,Roofing,S0209,45.81,82.23,1.98,Active
P00770,Insulation Commercial 0770,C05,Insulation,S0118,14.14,16.48,35.33,Active
P00771,Steel Premium 0771,C06,Steel,S0173,22.59,37.82,19.22,Active
P00772,Paint Pro 0772,C07,Paint,S0032,32.0,47.45,8.21,Active
P00773,Flooring Pro 0773,C08,Flooring,S0085,70.44,102.99,7.29,Active
P00774,Plumbing Commercial 0774,C09,Plumbing,S0151,7.8,13.26,4.38,Active
P00775,Electrical Standard 0775,C10,Electrical,S0157,39.88,51.97,12.88,Active
P00776,Tools Premium 0776,C11,Tools,S0025,9.05,15.04,4.7,Active
P00777,Fasteners Premium 0777,C12,Fasteners,S0085,18.04,25.81,6.5,Active
P00778,Doors Pro 0778,C13,Doors,S0113,10.35,14.39,5.13,Active
P00779,Windows Commercial 0779,C14,Windows,S0190,16.28,22.96,18.07,Active
P00780,Concrete Accessories Standard 0780,C15,Concrete Accessories,S0172,47.77,60.35,7.92,Active
P00781,Cement Pro 0781,C01,Cement,S0237,20.61,37.3,10.24,Active
P00782,Drywall Commercial 0782,C02,Drywall,S0224,15.31,18.19,3.22,Active
P00783,Lumber Pro 0783,C03,Lumber,S0014,14.04,19.15,5.1,Active
P00784,Roofing Commercial 0784,C04,Roofing,S0001,12.01,14.17,10.44,Active
P00785,Insulation Pro 0785,C05,Insulation,S0067,45.19,80.66,2.16,Active
P00786,Steel Pro 0786,C06,Steel,S0114,27.59,33.0,7.4,Active
P00787,Paint Commercial 0787,C07,Paint,S0039,34.43,43.21,8.92,Active
P00788,Flooring Standard 0788,C08,Flooring,S0138,9.8,15.73,2.9,Active
P00789,Plumbing Standard 0789,C09,Plumbing,S0121,27.68,33.63,22.78,Active
P00790,Electrical Premium 0790,C10,Electrical,S0155,5.75,7.39,12.32,Active
P00791,Tools Pro 0791,C11,Tools,S0028,62.35,75.88,7.86,Active
P00792,Fasteners Commercial 0792,C12,Fasteners,S0039,39.85,51.33,4.79,Active
P00793,Doors Pro 0793,C13,Doors,S0091,24.94,29.67,2.1,Active
P00794,Windows Premium 0794,C14,Windows,S0185,5.25,8.58,21.08,Active
P00795,Concrete Accessories Premium 0795,C15,Concrete Accessories,S0109,13.61,16.34,5.99,Active
P00796,Cement Pro 0796,C01,Cement,S0109,10.27,12.0,2.54,Active
P00797,Drywall Commercial 0797,C02,Drywall,S0033,24.01,35.31,4.68,Active
P00798,Lumber Standard 0798,C03,Lumber,S0119,35.32,63.15,13.56,Active
P00799,Roofing Commercial 0799,C04,Roofing,S0199,33.94,50.95,11.19,Active
P00800,Insulation Premium 0800,C05,Insulation,S0063,81.81,93.52,3.45,Active
P00801,Steel Premium 0801,C06,Steel,S0218,26.09,40.66,25.01,Active
P00802,Paint Premium 0802,C07,Paint,S0019,65.71,111.57,2.51,Active
P00803,Flooring Premium 0803,C08,Flooring,S0239,21.79,32.34,30.64,Active
P00804,Plumbing Premium 0804,C09,Plumbing,S0199,38.69,66.62,10.76,Active
P00805,Electrical Commercial 0805,C10,Electrical,S0048,23.28,27.53,6.39,Active
P00806,Tools Standard 0806,C11,Tools,S0174,33.17,58.71,7.19,Active
P00807,Fasteners Pro 0807,C12,Fasteners,S0116,26.32,44.85,9.69,Active
P00808,Doors Premium 0808,C13,Doors,S0012,16.87,24.95,14.57,Active
P00809,Windows Standard 0809,C14,Windows,S0007,208.51,263.38,1.82,Active
P00810,Concrete Accessories Commercial 0810,C15,Concrete Accessories,S0112,34.02,43.09,4.55,Active
P00811,Cement Standard 0811,C01,Cement,S0103,40.62,60.3,9.41,Active
P00812,Drywall Commercial 0812,C02,Drywall,S0146,46.21,60.03,26.0,Active
P00813,Lumber Premium 0813,C03,Lumber,S0237,31.02,43.52,25.0,Active
P00814,Roofing Standard 0814,C04,Roofing,S0185,5.25,8.02,37.77,Active
P00815,Insulation Pro 0815,C05,Insulation,S0034,35.25,56.59,23.81,Active
P00816,Steel Standard 0816,C06,Steel,S0123,11.54,19.11,4.27,Active
P00817,Paint Standard 0817,C07,Paint,S0181,30.03,50.97,8.89,Active
P00818,Flooring Premium 0818,C08,Flooring,S0072,33.05,39.34,23.95,Active
P00819,Plumbing Premium 0819,C09,Plumbing,S0213,7.88,14.4,21.68,Active
P00820,Electrical Premium 0820,C10,Electrical,S0013,27.27,42.6,7.51,Active
P00821,Tools Pro 0821,C11,Tools,S0138,9.68,13.24,14.19,Active
P00822,Fasteners Standard 0822,C12,Fasteners,S0165,5.0,6.1,16.18,Active
P00823,Doors Commercial 0823,C13,Doors,S0020,9.54,11.35,9.47,Active
P00824,Windows Pro 0824,C14,Windows,S0116,24.94,43.5,25.86,Active
P00825,Concrete Accessories Premium 0825,C15,Concrete Accessories,S0011,23.93,33.41,4.83,Active
P00826,Cement Premium 0826,C01,Cement,S0221,19.02,25.26,28.38,Active
P00827,Drywall Pro 0827,C02,Drywall,S0099,39.46,56.05,6.38,Active
P00828,Lumber Pro 0828,C03,Lumber,S0234,22.98,27.09,2.2,Active
P00829,Roofing Pro 0829,C04,Roofing,S0214,35.59,42.07,1.85,Active
P00830,Insulation Premium 0830,C05,Insulation,S0206,45.89,61.1,10.13,Active
P00831,Steel Premium 0831,C06,Steel,S0143,144.15,164.66,3.35,Active
P00832,Paint Standard 0832,C07,Paint,S0018,25.23,40.79,45.53,Active
P00833,Flooring Commercial 0833,C08,Flooring,S0067,62.43,73.96,4.82,Active
P00834,Plumbing Standard 0834,C09,Plumbing,S0201,31.71,45.09,9.04,Active
P00835,Electrical Standard 0835,C10,Electrical,S0016,33.03,43.07,4.81,Active
P00836,Tools Standard 0836,C11,Tools,S0247,25.47,31.23,2.14,Active
P00837,Fasteners Commercial 0837,C12,Fasteners,S0111,29.8,54.41,13.53,Active
P00838,Doors Pro 0838,C13,Doors,S0243,23.12,30.68,2.11,Active
P00839,Windows Commercial 0839,C14,Windows,S0016,54.16,68.62,12.53,Active
P00840,Concrete Accessories Premium 0840,C15,Concrete Accessories,S0075,16.31,21.1,7.01,Active
P00841,Cement Pro 0841,C01,Cement,S0183,9.48,12.71,3.59,Active
P00842,Drywall Pro 0842,C02,Drywall,S0246,18.61,22.33,27.26,Active
P00843,Lumber Commercial 0843,C03,Lumber,S0242,17.33,22.72,16.06,Active
P00844,Roofing Standard 0844,C04,Roofing,S0214,18.6,29.87,11.28,Active
P00845,Insulation Pro 0845,C05,Insulation,S0009,24.56,44.82,19.8,Active
P00846,Steel Commercial 0846,C06,Steel,S0243,18.65,21.8,2.19,Active
P00847,Paint Pro 0847,C07,Paint,S0014,10.31,12.52,5.59,Active
P00848,Flooring Pro 0848,C08,Flooring,S0028,11.31,13.32,13.06,Active
P00849,Plumbing Pro 0849,C09,Plumbing,S0148,19.57,28.43,76.49,Active
P00850,Electrical Standard 0850,C10,Electrical,S0144,8.03,12.4,10.84,Active
P00851,Tools Premium 0851,C11,Tools,S0100,12.31,15.56,5.79,Active
P00852,Fasteners Standard 0852,C12,Fasteners,S0116,29.93,38.3,1.11,Active
P00853,Doors Standard 0853,C13,Doors,S0130,32.0,50.13,50.03,Active
P00854,Windows Standard 0854,C14,Windows,S0118,19.74,27.13,11.4,Active
P00855,Concrete Accessories Commercial 0855,C15,Concrete Accessories,S0060,55.56,68.83,7.79,Active
P00856,Cement Standard 0856,C01,Cement,S0207,18.05,26.35,1.16,Active
P00857,Drywall Standard 0857,C02,Drywall,S0188,42.47,71.73,8.15,Active
P00858,Lumber Pro 0858,C03,Lumber,S0056,13.34,17.24,10.11,Active
P00859,Roofing Standard 0859,C04,Roofing,S0069,18.02,21.28,5.61,Active
P00860,Insulation Premium 0860,C05,Insulation,S0067,41.45,59.83,2.71,Active
P00861,Steel Standard 0861,C06,Steel,S0020,56.44,75.46,2.57,Active
P00862,Paint Premium 0862,C07,Paint,S0055,17.05,21.0,50.94,Active
P00863,Flooring Premium 0863,C08,Flooring,S0078,59.69,104.34,9.85,Active
P00864,Plumbing Pro 0864,C09,Plumbing,S0065,14.04,16.52,5.6,Active
P00865,Electrical Premium 0865,C10,Electrical,S0134,28.54,33.92,9.34,Active
P00866,Tools Pro 0866,C11,Tools,S0065,25.44,46.5,8.78,Active
P00867,Fasteners Commercial 0867,C12,Fasteners,S0033,23.33,27.95,2.47,Active
P00868,Doors Premium 0868,C13,Doors,S0007,18.89,28.3,20.56,Active
P00869,Windows Premium 0869,C14,Windows,S0223,10.4,19.13,7.61,Active
P00870,Concrete Accessories Commercial 0870,C15,Concrete Accessories,S0143,15.27,25.47,9.98,Active
P00871,Cement Standard 0871,C01,Cement,S0076,20.65,24.55,34.11,Active
P00872,Drywall Commercial 0872,C02,Drywall,S0189,38.65,54.71,2.77,Active
P00873,Lumber Standard 0873,C03,Lumber,S0173,43.37,57.39,4.49,Active
P00874,Roofing Pro 0874,C04,Roofing,S0018,18.1,21.93,11.97,Active
P00875,Insulation Standard 0875,C05,Insulation,S0025,19.22,26.71,20.16,Active
P00876,Steel Premium 0876,C06,Steel,S0017,15.77,29.04,5.17,Active
P00877,Paint Pro 0877,C07,Paint,S0151,17.13,22.02,5.42,Active
P00878,Flooring Standard 0878,C08,Flooring,S0074,58.52,107.05,15.89,Active
P00879,Plumbing Premium 0879,C09,Plumbing,S0242,89.74,137.68,69.47,Active
P00880,Electrical Pro 0880,C10,Electrical,S0175,13.18,24.07,9.62,Active
P00881,Tools Standard 0881,C11,Tools,S0098,11.9,17.34,4.48,Active
P00882,Fasteners Premium 0882,C12,Fasteners,S0091,17.44,21.14,3.49,Active
P00883,Doors Standard 0883,C13,Doors,S0139,12.98,23.53,7.93,Active
P00884,Windows Pro 0884,C14,Windows,S0066,11.57,14.43,19.26,Active
P00885,Concrete Accessories Standard 0885,C15,Concrete Accessories,S0045,14.26,17.55,113.14,Active
P00886,Cement Standard 0886,C01,Cement,S0079,19.77,27.88,9.63,Active
P00887,Drywall Premium 0887,C02,Drywall,S0219,10.95,14.45,41.91,Active
P00888,Lumber Commercial 0888,C03,Lumber,S0098,59.36,67.78,11.79,Active
P00889,Roofing Commercial 0889,C04,Roofing,S0079,10.56,16.39,10.91,Active
P00890,Insulation Commercial 0890,C05,Insulation,S0155,12.37,17.99,33.65,Active
P00891,Steel Pro 0891,C06,Steel,S0101,47.77,68.36,9.83,Active
P00892,Paint Standard 0892,C07,Paint,S0134,4.93,8.52,3.72,Active
P00893,Flooring Standard 0893,C08,Flooring,S0210,43.88,64.93,26.89,Active
P00894,Plumbing Pro 0894,C09,Plumbing,S0109,58.93,105.35,2.15,Active
P00895,Electrical Standard 0895,C10,Electrical,S0102,33.48,50.88,22.51,Active
P00896,Tools Pro 0896,C11,Tools,S0153,8.49,11.35,8.96,Active
P00897,Fasteners Commercial 0897,C12,Fasteners,S0170,32.84,52.99,6.88,Active
P00898,Doors Premium 0898,C13,Doors,S0129,7.41,8.98,6.73,Active
P00899,Windows Commercial 0899,C14,Windows,S0093,21.56,26.73,7.9,Active
P00900,Concrete Accessories Standard 0900,C15,Concrete Accessories,S0099,18.28,26.72,6.06,Active
P00901,Cement Pro 0901,C01,Cement,S0162,26.37,41.02,13.44,Active
P00902,Drywall Standard 0902,C02,Drywall,S0185,21.91,32.42,6.24,Active
P00903,Lumber Standard 0903,C03,Lumber,S0120,28.92,49.85,1.6,Active
P00904,Roofing Pro 0904,C04,Roofing,S0097,37.86,44.2,9.02,Active
P00905,Insulation Premium 0905,C05,,S0129,27.88,43.68,21.43,Active
P00906,Steel Pro 0906,C06,Steel,S0090,6.91,11.35,1.53,Active
P00907,Paint Premium 0907,C07,Paint,S0175,32.84,59.22,8.97,Active
P00908,Flooring Commercial 0908,C08,Flooring,S0233,30.54,45.99,5.95,Active
P00909,Plumbing Commercial 0909,C09,Plumbing,S0193,43.17,53.04,20.89,Active
P00910,Electrical Standard 0910,C10,Electrical,S0191,38.05,59.54,7.14,Active
P00911,Tools Pro 0911,C11,Tools,S0247,6.2,9.86,18.03,Active
P00912,Fasteners Premium 0912,C12,Fasteners,S0074,63.77,76.4,16.12,Active
P00913,Doors Pro 0913,C13,Doors,S0175,14.65,18.87,16.55,Active
P00914,Windows Commercial 0914,C14,Windows,S0034,49.52,58.13,36.71,Active
P00915,Concrete Accessories Pro 0915,C15,Concrete Accessories,S0186,14.68,21.29,7.36,Active
P00916,Cement Standard 0916,C01,Cement,S0185,45.75,69.62,9.5,Active
P00917,Drywall Standard 0917,C02,Drywall,S0236,12.4,17.09,13.11,Active
P00918,Lumber Standard 0918,C03,Lumber,S0004,40.65,71.17,9.77,Active
P00919,Roofing Commercial 0919,C04,Roofing,S0010,31.62,47.54,7.15,Active
P00920,Insulation Pro 0920,C05,Insulation,S0159,76.31,88.37,4.01,Active
P00921,Steel Premium 0921,C06,Steel,S0048,17.97,22.61,9.11,Active
P00922,Paint Commercial 0922,C07,Paint,S0117,50.16,61.4,2.35,Active
P00923,Flooring Commercial 0923,C08,Flooring,S0212,10.84,12.41,1.44,Active
P00924,Plumbing Commercial 0924,C09,Plumbing,S0220,27.74,32.1,3.3,Active
P00925,Electrical Commercial 0925,C10,Electrical,S0167,20.71,31.74,16.37,Active
P00926,Tools Pro 0926,C11,Tools,S0155,17.3,24.69,11.11,Active
P00927,Fasteners Pro 0927,C12,Fasteners,S0080,21.99,26.78,16.53,Active
P00928,Doors Premium 0928,C13,Doors,S0143,37.81,48.27,4.84,Active
P00929,Windows Premium 0929,C14,Windows,S0057,24.09,41.83,23.09,Active
P00930,Concrete Accessories Premium 0930,C15,Concrete Accessories,S0090,35.71,47.8,2.57,Active
P00931,Cement Pro 0931,C01,Cement,S0082,42.9,50.29,3.4,Active
P00932,Drywall Premium 0932,C02,Drywall,S0246,72.88,124.57,22.68,Active
P00933,Lumber Premium 0933,C03,Lumber,S0157,33.21,50.14,10.4,Active
P00934,Roofing Premium 0934,C04,Roofing,S0232,23.42,29.79,16.62,Active
P00935,Insulation Premium 0935,C05,Insulation,S0008,20.91,29.85,11.16,Active
P00936,Steel Premium 0936,C06,Steel,S0107,49.92,82.74,5.44,Active
P00937,Paint Premium 0937,C07,Paint,S0073,17.61,28.49,3.08,Active
P00938,Flooring Premium 0938,C08,Flooring,S0192,12.87,17.2,1.74,Active
P00939,Plumbing Premium 0939,C09,Plumbing,S0080,45.19,79.48,45.97,Active
P00940,Electrical Commercial 0940,C10,Electrical,S0206,73.53,108.76,2.09,Active
P00941,Tools Standard 0941,C11,Tools,S0031,45.03,70.9,32.46,Active
P00942,Fasteners Premium 0942,C12,Fasteners,S0144,19.69,24.84,9.89,Active
P00943,Doors Standard 0943,C13,Doors,S0149,6.65,10.37,11.47,Active
P00944,Windows Standard 0944,C14,Windows,S0062,12.88,23.08,10.8,Active
P00945,Concrete Accessories Pro 0945,C15,Concrete Accessories,S0211,9.09,14.12,14.71,Active
P00946,Cement Standard 0946,C01,Cement,S0079,55.54,70.44,4.46,Active
P00947,Drywall Pro 0947,C02,Drywall,S0009,12.23,17.38,1.3,Active
P00948,Lumber Commercial 0948,C03,Lumber,S0106,22.5,25.79,5.35,Active
P00949,Roofing Premium 0949,C04,Roofing,S0212,9.15,10.81,13.57,Active
P00950,Insulation Pro 0950,C05,Insulation,S0150,19.79,32.91,3.43,Active
P00951,Steel Pro 0951,C06,Steel,S0106,18.39,32.26,23.67,Active
P00952,Paint Commercial 0952,C07,Paint,S0149,41.35,75.19,8.03,Active
P00953,Flooring Premium 0953,C08,Flooring,S0098,41.82,49.68,3.17,Active
P00954,Plumbing Commercial 0954,C09,Plumbing,S0063,27.73,41.66,10.3,Active
P00955,Electrical Pro 0955,C10,Electrical,S0147,19.51,35.55,13.36,Active
P00956,Tools Pro 0956,C11,Tools,S0005,15.7,27.11,14.28,Active
P00957,Fasteners Pro 0957,C12,Fasteners,S0228,39.9,67.37,0.65,Active
P00958,Doors Standard 0958,C13,Doors,S0014,62.38,82.16,0.58,Active
P00959,Windows Pro 0959,C14,Windows,S0243,17.62,20.82,22.71,Active
P00960,Concrete Accessories Premium 0960,C15,Concrete Accessories,S0137,21.71,29.57,2.41,Active
P00961,Cement Pro 0961,C01,Cement,S0092,12.61,14.98,22.74,Active
P00962,Drywall Commercial 0962,C02,Drywall,S0177,7.06,8.07,24.93,Active
P00963,Lumber Commercial 0963,C03,Lumber,S0139,26.09,37.16,3.09,Active
P00964,Roofing Standard 0964,C04,Roofing,S0156,18.03,28.99,3.61,Active
P00965,Insulation Pro 0965,C05,Insulation,S0038,49.72,75.57,17.45,Active
P00966,Steel Standard 0966,C06,Steel,S0112,8.14,9.85,6.28,Active
P00967,Paint Pro 0967,C07,Paint,S0165,14.82,20.59,28.91,Active
P00968,Flooring Pro 0968,C08,Flooring,S0244,10.54,18.38,38.24,Active
P00969,Plumbing Commercial 0969,C09,Plumbing,S0250,26.49,32.67,3.17,Active
P00970,Electrical Commercial 0970,C10,Electrical,S0052,16.88,27.54,4.39,Active
P00971,Tools Premium 0971,C11,Tools,S0095,11.11,13.8,9.83,Active
P00972,Fasteners Standard 0972,C12,Fasteners,S0196,11.48,15.23,1.27,Active
P00973,Doors Standard 0973,C13,Doors,S0033,20.78,38.47,1.78,Active
P00974,Windows Pro 0974,C14,Windows,S0135,16.01,18.21,3.98,Active
P00975,Concrete Accessories Commercial 0975,C15,Concrete Accessories,S0053,14.73,16.98,54.65,Active
P00976,Cement Pro 0976,C01,Cement,S0069,28.2,35.78,11.26,Active
P00977,Drywall Standard 0977,C02,Drywall,S0224,7.82,10.07,5.01,Active
P00978,Lumber Commercial 0978,C03,Lumber,S0009,31.52,58.25,3.59,Active
P00979,Roofing Pro 0979,C04,Roofing,S0185,51.2,65.39,3.06,Active
P00980,Insulation Commercial 0980,C05,Insulation,S0120,22.19,26.12,5.33,Active
P00981,Steel Pro 0981,C06,Steel,S0032,30.42,36.27,5.07,Active
P00982,Paint Commercial 0982,C07,Paint,S0066,22.43,29.59,7.3,Active
P00983,Flooring Commercial 0983,C08,Flooring,S0007,16.21,19.58,13.97,Active
P00984,Plumbing Standard 0984,C09,Plumbing,S0066,32.04,51.75,8.33,Active
P00985,Electrical Premium 0985,C10,Electrical,S0180,20.06,25.12,18.48,Active
P00986,Tools Standard 0986,C11,Tools,S0208,22.99,37.19,6.85,Active
P00987,Fasteners Pro 0987,C12,Fasteners,S0190,29.17,40.08,41.55,Active
P00988,Doors Premium 0988,C13,Doors,S0014,10.61,12.86,18.05,Active
P00989,Windows Standard 0989,C14,Windows,S0104,7.21,12.87,10.97,Active
P00990,Concrete Accessories Premium 0990,C15,Concrete Accessories,S0088,81.66,132.81,14.01,Active
P00991,Cement Pro 0991,C01,Cement,S0231,30.55,46.1,5.45,Active
P00992,Drywall Commercial 0992,C02,Drywall,S0221,27.71,37.82,7.19,Active
P00993,Lumber Standard 0993,C03,Lumber,S0245,15.64,22.88,6.95,Active
P00994,Roofing Pro 0994,C04,Roofing,S0151,31.15,35.66,4.52,Active
P00995,Insulation Standard 0995,C05,Insulation,S0102,15.42,19.74,2.65,Active
P00996,Steel Pro 0996,C06,Steel,S0210,35.64,54.46,14.74,Active
P00997,Paint Pro 0997,C07,Paint,S0138,31.89,54.69,21.51,Active
P00998,Flooring Pro 0998,C08,Flooring,S0065,28.83,34.36,12.84,Active
P00999,Plumbing Pro 0999,C09,Plumbing,S0236,33.54,49.8,8.31,Active
P01000,Electrical Pro 1000,C10,Electrical,S0173,18.7,25.42,66.2,Active
P01001,Tools Standard 1001,C11,Tools,S0161,19.76,29.57,4.96,Active
P01002,Fasteners Pro 1002,C12,Fasteners,S0062,36.74,47.38,11.32,Active
P01003,Doors Premium 1003,C13,Doors,S0061,10.14,18.28,24.79,Active
P01004,Windows Premium 1004,C14,Windows,S0007,25.38,44.93,3.32,Active
P01005,Concrete Accessories Commercial 1005,C15,Concrete Accessories,S0229,62.31,92.5,15.85,Active
P01006,Cement Commercial 1006,C01,Cement,S0150,11.19,16.12,44.68,Active
P01007,Drywall Standard 1007,C02,Drywall,S0131,43.0,61.31,8.94,Active
P01008,Lumber Standard 1008,C03,Lumber,S0033,82.53,132.94,10.42,Active
P01009,Roofing Standard 1009,C04,Roofing,S0197,26.58,36.44,4.98,Active
P01010,Insulation Pro 1010,C05,Insulation,S0056,40.74,65.51,13.86,Active
P01011,Steel Commercial 1011,C06,Steel,S0240,27.39,31.54,4.43,Active
P01012,Paint Commercial 1012,C07,Paint,S0043,29.69,49.69,8.48,Active
P01013,Flooring Commercial 1013,C08,Flooring,S0144,10.66,15.14,2.4,Active
P01014,Plumbing Commercial 1014,C09,Plumbing,S0086,40.27,51.46,0.87,Active
P01015,Electrical Commercial 1015,C10,Electrical,S0182,31.31,36.5,5.87,Active
P01016,Tools Standard 1016,C11,Tools,S0021,67.75,80.04,5.79,Active
P01017,Fasteners Premium 1017,C12,Fasteners,S0013,43.02,70.37,6.31,Active
P01018,Doors Standard 1018,C13,Doors,S0064,29.36,42.38,17.52,Active
P01019,Windows Commercial 1019,C14,Windows,S0110,19.61,23.2,22.13,Active
P01020,Concrete Accessories Pro 1020,C15,Concrete Accessories,S0236,13.52,20.08,11.77,Active
P01021,Cement Premium 1021,C01,Cement,S0003,51.72,62.63,16.35,Active
P01022,Drywall Commercial 1022,C02,Drywall,S0007,103.7,124.38,4.54,Active
P01023,Lumber Standard 1023,C03,Lumber,S0081,10.33,12.28,3.69,Active
P01024,Roofing Pro 1024,C04,Roofing,S0150,43.05,56.26,14.13,Active
P01025,Insulation Pro 1025,C05,Insulation,S0200,29.12,40.06,3.28,Active
P01026,Steel Pro 1026,C06,Steel,S0117,46.38,59.47,3.0,Active
P01027,Paint Commercial 1027,C07,Paint,S0022,61.02,95.74,118.12,Active
P01028,Flooring Pro 1028,C08,Flooring,S0179,35.04,42.14,15.25,Active
P01029,Plumbing Premium 1029,C09,Plumbing,S0083,19.2,22.57,1.77,Active
P01030,Electrical Commercial 1030,C10,Electrical,S0178,17.78,20.73,3.37,Active
P01031,Tools Commercial 1031,C11,Tools,S0185,9.85,11.43,42.53,Active
P01032,Fasteners Pro 1032,C12,Fasteners,S0233,32.82,51.49,12.7,Active
P01033,Doors Premium 1033,C13,Doors,S0227,21.84,26.72,7.72,Active
P01034,Windows Commercial 1034,C14,Windows,S0095,53.26,69.06,8.77,Active
P01035,Concrete Accessories Commercial 1035,C15,Concrete Accessories,S0051,39.31,51.29,7.57,Active
P01036,Cement Pro 1036,C01,Cement,S0128,21.34,31.27,2.54,Active
P01037,Drywall Pro 1037,C02,Drywall,S0076,6.79,8.23,7.13,Active
P01038,Lumber Premium 1038,C03,Lumber,S0203,28.21,33.09,2.84,Active
P01039,Roofing Pro 1039,C04,Roofing,S0206,26.47,46.93,9.47,Active
P01040,Insulation Standard 1040,C05,Insulation,S0033,5.99,9.27,3.96,Active
P01041,Steel Commercial 1041,C06,Steel,S0211,36.06,66.31,12.79,Active
P01042,Paint Commercial 1042,C07,Paint,S0168,12.09,18.33,10.41,Active
P01043,Flooring Standard 1043,C08,Flooring,S0185,55.46,80.84,18.16,Active
P01044,Plumbing Commercial 1044,C09,Plumbing,S0233,25.36,38.11,5.92,Active
P01045,Electrical Pro 1045,C10,Electrical,S0044,17.45,21.4,13.75,Active
P01046,Tools Commercial 1046,C11,Tools,S0008,31.08,37.27,15.9,Active
P01047,Fasteners Standard 1047,C12,Fasteners,S0032,29.73,41.39,18.86,Active
P01048,Doors Pro 1048,C13,Doors,S0165,28.97,38.55,18.29,Active
P01049,Windows Standard 1049,C14,Windows,S0114,49.88,66.66,4.38,Active
P01050,Concrete Accessories Pro 1050,C15,Concrete Accessories,S0123,7.65,9.24,36.2,Active
P01051,Cement Standard 1051,C01,Cement,S0073,32.45,41.64,1.93,Active
P01052,Drywall Pro 1052,C02,Drywall,S0197,16.45,25.76,18.08,Active
P01053,Lumber Pro 1053,C03,Lumber,S0015,22.29,32.32,5.69,Active
P01054,Roofing Standard 1054,C04,Roofing,S0059,72.29,89.67,3.52,Active
P01055,Insulation Standard 1055,C05,Insulation,S0141,15.51,28.19,10.92,Active
P01056,Steel Commercial 1056,C06,Steel,S0019,35.63,45.29,14.11,Active
P01057,Paint Standard 1057,C07,Paint,S0170,51.31,65.21,10.79,Active
P01058,Flooring Premium 1058,C08,Flooring,S0176,38.19,66.25,7.15,Active
P01059,Plumbing Premium 1059,C09,Plumbing,S0196,28.33,47.58,9.94,Active
P01060,Electrical Standard 1060,C10,Electrical,S0066,31.52,44.74,18.09,Active
P01061,Tools Standard 1061,C11,Tools,S0243,39.99,52.97,9.39,Active
P01062,Fasteners Commercial 1062,C12,Fasteners,S0198,15.39,20.32,9.59,Active
P01063,Doors Premium 1063,C13,Doors,S0072,26.59,48.42,10.74,Active
P01064,Windows Standard 1064,C14,Windows,S0125,127.05,218.58,5.63,Active
P01065,Concrete Accessories Premium 1065,C15,Concrete Accessories,S0104,36.44,66.71,23.61,Active
P01066,Cement Standard 1066,C01,Cement,S0045,29.04,44.31,74.0,Active
P01067,Drywall Pro 1067,C02,Drywall,S0058,20.81,27.83,12.08,Active
P01068,Lumber Pro 1068,C03,Lumber,S0040,15.5,21.09,6.58,Active
P01069,Roofing Pro 1069,C04,Roofing,S0068,32.27,54.45,19.33,Active
P01070,Insulation Commercial 1070,C05,Insulation,S0225,33.9,46.8,28.03,Active
P01071,Steel Pro 1071,C06,Steel,S0037,25.37,38.98,6.69,Active
P01072,Paint Standard 1072,C07,Paint,S0245,179.97,241.55,12.87,Active
P01073,Flooring Standard 1073,C08,Flooring,S0043,16.38,21.66,4.83,Active
P01074,Plumbing Pro 1074,C09,Plumbing,S0214,14.01,15.96,20.97,Active
P01075,Electrical Premium 1075,C10,Electrical,S0166,21.01,27.41,10.12,Active
P01076,Tools Commercial 1076,C11,Tools,S0148,25.93,39.85,17.43,Active
P01077,Fasteners Standard 1077,C12,Fasteners,S0135,14.99,22.8,3.43,Active
P01078,Doors Pro 1078,C13,Doors,S0017,31.72,46.57,15.5,Active
P01079,Windows Commercial 1079,C14,Windows,S0171,34.22,59.16,4.36,Active
P01080,Concrete Accessories Commercial 1080,C15,Concrete Accessories,S0216,43.56,65.98,4.62,Active
P01081,Cement Premium 1081,C01,Cement,S0241,18.82,22.9,3.86,Active
P01082,Drywall Commercial 1082,C02,Drywall,S0072,67.41,77.19,15.96,Active
